"NoName","id","latitude","longitude","state","AUTO_UNIQUE_ID_2021-01-30_AdrianaGray_rgsample10","UpdatedReverseGeocoding","TimeTaken","TransactionId","Source","ErrorMessage","Version","ComputedStreetAddress","ComputedCity","ComputedState","ComputedZip","ComputedZipPlus4","ComputedAPN"
"454","132034","21.41884934","-157.96534404","HI",454,"1",375.0132,"","AggieReverseGeocoder","",4.01,"2036 Aaniu Loop","Aiea","HI","96782","1310","97047040"
"455","342405","21.32635579","-157.84764196","HI",455,"1",897.6228,"","AggieReverseGeocoder","",4.01,"2268 Nuuanu Ave","Urban Honolulu","HI","96817","1712","18003011"
"456","339240","21.310368","-157.861969","HI",456,"1",1276.8487,"","AggieReverseGeocoder","",4.01,"1031 Nuuanu Ave","Urban Honolulu","HI","96813","5601","21002038"
"457","68314","21.288551","-157.698486","HI",457,"1",78.1464,"","AggieReverseGeocoder","",4.01,"580 Lunalilo Home Rd","East Honolulu","HI","96825","1733","39008036"
"458","85939","21.290016","-157.690765","HI",458,"1",78.1281,"","AggieReverseGeocoder","",4.01,"747 Kalalea St","East Honolulu","HI","96825","2508","39053131"
"459","607380","21.287966441","-157.840410314","HI",459,"1",859.381,"","AggieReverseGeocoder","",4.01,"1599 Ala Moana Blvd","Urban Honolulu","HI","96814","4601","23037006"
"460","623821","21.388484022","-157.972544855","HI",460,"1",468.7593,"","AggieReverseGeocoder","",4.01,"781 Lehua Ave","Aiea","HI","96782","3358","97017002"
"461","113191","21.273163","-157.816833","HI",461,"1",999.9796,"","AggieReverseGeocoder","",4.01,"381 Kapahulu Ave","Urban Honolulu","HI","96815","4031","31043002"
"462","96565","21.347229","-157.865112","HI",462,"1",234.4354,"","AggieReverseGeocoder","",4.01,"2222 Wilson St","Hickam Housing","HI","96819","3636","13033061"
"463","242314","21.291668","-157.693039","HI",463,"1",359.3785,"","AggieReverseGeocoder","",4.01,"688 Aipo St","East Honolulu","HI","96825","2445","39054018"
"464","38379","21.303707","-157.849045","HI",464,"1",687.4862,"","AggieReverseGeocoder","",4.01,"900 S Beretania St","Urban Honolulu","HI","96814","1429","24014021"
"465","300681","21.289902","-157.834229","HI",465,"1",171.9143,"","AggieReverseGeocoder","",4.01,"1861 Kapiolani Blvd","Urban Honolulu","HI","96826","3810","23034020"
"466","199458","21.309523","-157.817734","HI",466,"1",656.2614,"","AggieReverseGeocoder","",4.01,"2619 Terrace Dr","Urban Honolulu","HI","96822","1707","29015070"
"467","86010","21.294996","-157.844971","HI",467,"1",174.3173,"","AggieReverseGeocoder","",4.01,"624 Sheridan St","Urban Honolulu","HI","96814","3111","23015015"
"468","198343","21.406281","-157.795792","HI",468,"1",1437.5251,"","AggieReverseGeocoder","",4.01,"45-415 KULAULI ST","Kaneohe","HI","96744","","381870"
"469","35403","21.317125521","-157.868173697","HI",469,"1",1453.1442,"","AggieReverseGeocoder","",4.01,"430 Sumner St","Urban Honolulu","HI","96817","5067","15009006"
"470","199514","21.321976","-157.878967","HI",470,"1",437.5069,"","AggieReverseGeocoder","",4.01,"1334 N Nimitz Hwy","Urban Honolulu","HI","96817","4933","15033014"
"471","57193","21.450482","-158.180444","HI",471,"1",984.4064,"","AggieReverseGeocoder","",4.01,"85-555 WAIANAE VALLEY RD","Waianae","HI","96792","","177558"
"472","33436","21.306641025","-157.846290608","HI",472,"1",343.7668,"","AggieReverseGeocoder","",4.01,"1448 Thurston Ave","Urban Honolulu","HI","96822","3681","24015070"
"473","93937","21.296664483","-157.859428917","HI",473,"1",781.299,"","AggieReverseGeocoder","",4.01,"800 Ala Moana Blvd","Urban Honolulu","HI","96813","5502","21056002"
"474","293818","21.398338","-158.012466","HI",474,"1",109.3706,"","AggieReverseGeocoder","",4.01,"1142 Kakala St","Waipahu","HI","96797","2065","94147101"
"475","101947","21.288034","-157.840179","HI",475,"1",812.5351,"","AggieReverseGeocoder","",4.01,"1599 Ala Moana Blvd","Urban Honolulu","HI","96814","4601","23037006"
"476","70557","21.297147813","-157.833710956","HI",476,"1",1746.1789,"","AggieReverseGeocoder","",4.01,"1718 Young St","Urban Honolulu","HI","96826","2022","28001034"
"477","102443","21.30895","-157.826182","HI",477,"1",0,"","AggieReverseGeocoder","",4.01,"2325 Mamane Pl","Urban Honolulu","HI","96822","2041","25005044"
"478","288777","21.309332","-157.860291","HI",478,"1",1421.9324,"","AggieReverseGeocoder","",4.01,"1066 Alakea St","Urban Honolulu","HI","96813","4507","21011001"
"479","40978","21.285973628","-157.829468768","HI",479,"1",218.5956,"","AggieReverseGeocoder","",4.01,"2021 Kapiolani Blvd","Urban Honolulu","HI","96826","3947","27036001"
"480","452403","21.364376538","-157.921372534","HI",480,"1",46.8586,"","AggieReverseGeocoder","",4.01,"1450 Olino St","Aiea","HI","96818","1929","99049094"
"481","332002","21.294426","-157.824768","HI",481,"1",1000.035,"","AggieReverseGeocoder","",4.01,"1118 Isenberg St","Urban Honolulu","HI","96826","2921","28004063"
"482","244314","21.396347","-158.01149","HI",482,"1",156.2675,"","AggieReverseGeocoder","",4.01,"1176 Kakala St","Waipahu","HI","96797","2065","94147091"
"483","56167","21.278381","-157.831635","HI",483,"1",828.0931,"","AggieReverseGeocoder","",4.01,"2199 Kalia Rd","Urban Honolulu","HI","96815","1936","26004008"
"484","117299","21.45527859","-158.013202297","HI",484,"1",78.1248,"","AggieReverseGeocoder","",4.01,"108 Mohala Pl","Mililani Town","HI","96789","3319","95048042"
"485","295887","21.393181","-157.726501","HI",485,"1",249.9788,"","AggieReverseGeocoder","",4.01,"140 Alala Rd","Waimanalo","HI","96734","3125","42055012"
"486","63640","21.379786","-158.019379","HI",486,"1",31.3041,"","AggieReverseGeocoder","",4.01,"300 Farrington Hwy","Waipahu","HI","96797","2042","94028029"
"487","281494","21.48455","-157.84726","HI",487,"1",734.3654,"","AggieReverseGeocoder","",4.01,"48-199 KAM HWY","Kaneohe","HI","96744","","520672"
"488","39418","21.30471","-157.701447","HI",488,"1",171.8738,"","AggieReverseGeocoder","",4.01,"1180 Kaluanui Rd","East Honolulu","HI","96825","1350","39088014"
"489","145298","21.297438","-157.692413","HI",489,"1",171.8735,"","AggieReverseGeocoder","",4.01,"7154 Naakea St","East Honolulu","HI","96825","1649","39066042"
"490","60078","21.311653","-157.853134","HI",490,"1",375.3307,"","AggieReverseGeocoder","",4.01,"1519 Queen Emma St","Urban Honolulu","HI","96813","2002","21020001"
"491","42977","21.4465739","-158.181421","HI",491,"1",1093.769,"","AggieReverseGeocoder","",4.01,"85-401 PULAPULA PL","Waianae","HI","96792","","365514"
"492","32921","21.329099655","-158.083236694","HI",492,"1",93.7682,"","AggieReverseGeocoder","",4.01,"1000 Uluohia St","Ewa Gentry","HI","96707","2040","91016121"
"493","602790","21.269574","-157.813613","HI",493,"1",390.6135,"","AggieReverseGeocoder","",4.01,"3050 Monsarrat Ave","Urban Honolulu","HI","96815","4439","31024008"
"494","45762","21.382141","-157.917648","HI",494,"1",2323.5544,"","AggieReverseGeocoder","",4.01,"99-759 KEALALUINA DR","Aiea","HI","96701","","638074"
"495","102587","21.477736","-158.003479","HI",495,"1",31.2941,"","AggieReverseGeocoder","",4.01,"227 Holoku Pl","Mililani Town","HI","96789","1625","95066045"
"496","54700","21.390297","-157.970184","HI",496,"1",796.9089,"","AggieReverseGeocoder","",4.01,"843 Second St","Aiea","HI","96782","3343","97034014"
"497","155398","21.288589","-157.824631","HI",497,"1",312.5239,"","AggieReverseGeocoder","",4.01,"2424 Date St","Urban Honolulu","HI","96826","4603","27015005"
"498","38159","21.402633667","-157.750946045","HI",498,"1",250.0413,"","AggieReverseGeocoder","",4.01,"546 Punaa St","Waimanalo","HI","96734","2261","43066009"
"499","300309","21.284231","-157.827225","HI",499,"1",296.8948,"","AggieReverseGeocoder","",4.01,"2021 Kapiolani Blvd","Urban Honolulu","HI","96826","3947","27036001"
"500","79608","21.288355","-157.831009","HI",500,"1",296.9421,"","AggieReverseGeocoder","",4.01,"2021 Kapiolani Blvd","Urban Honolulu","HI","96826","3947","27036001"
"501","373884","21.405828","-158.031631","HI",501,"1",1751.8691,"","AggieReverseGeocoder","",4.01,"94-216 KAIHOLENA PL","Waipahu","HI","96797","","76735"
"502","101481","21.322691","-157.877655","HI",502,"1",927.0842,"","AggieReverseGeocoder","",4.01,"444 Waiakamilo Rd","Urban Honolulu","HI","96817","4971","15029002"
"503","131647","21.2565716","-157.8151952","HI",503,"1",312.5321,"","AggieReverseGeocoder","",4.01,"3187 Diamond Head Rd","Urban Honolulu","HI","96815","4719","31036001"
"504","279706","21.309237","-157.818359","HI",504,"1",1046.8348,"","AggieReverseGeocoder","",4.01,"2625 Kuahine Dr","Urban Honolulu","HI","96822","1720","29010020"
"505","48215","21.27132225","-157.788253784","HI",505,"1",547.9102,"","AggieReverseGeocoder","",4.01,"941 Koae St","Urban Honolulu","HI","96816","5004","35028040"
"506","183406","21.404428","-157.810135","HI",506,"1",1356.1053,"","AggieReverseGeocoder","",4.01,"45-710 KULUKEOE ST","Kaneohe","HI","96744","","7042"
"507","318126","21.320786","-157.858047","HI",507,"1",351.9706,"","AggieReverseGeocoder","",4.01,"317 Puuhue Pl","Urban Honolulu","HI","96817","6215","17018062"
"508","337541","21.42516729","-157.998132053","HI",508,"1",1635.2556,"","AggieReverseGeocoder","",4.01,"94-334 UKEE ST","Waipahu","HI","96797","","263300"
"509","48516","21.31428873","-157.813248658","HI",509,"1",374.9891,"","AggieReverseGeocoder","",4.01,"2950 Manoa Rd","Urban Honolulu","HI","96822","1778","29031001"
"510","180483","21.285507","-157.837692","HI",510,"1",915.2027,"","AggieReverseGeocoder","",4.01,"1778 Ala Moana Blvd","Urban Honolulu","HI","96815","1605","26012010"
"511","80765","21.34722238","-157.82046193","HI",511,"1",696.0022,"","AggieReverseGeocoder","",4.01,"4020 Nuuanu Pali Dr","Urban Honolulu","HI","96817","1059","19004031"
"512","90591","21.593038583","-158.1093489","HI",512,"1",1046.8462,"","AggieReverseGeocoder","",4.01,"66-105 HALEIWA RD","Haleiwa","HI","96712","","138023"
"513","42559","21.397398","-157.728638","HI",513,"1",296.8962,"","AggieReverseGeocoder","",4.01,"350 Makalii Pl","Waimanalo","HI","96734","3161","43011040"
"514","59360","21.301834","-157.840393","HI",514,"1",343.8329,"","AggieReverseGeocoder","",4.01,"1314 Kinau St","Urban Honolulu","HI","96814","1205","24011028"
"515","151510","21.303787","-157.701416","HI",515,"1",156.2679,"","AggieReverseGeocoder","",4.01,"1066 Kaoopulu Pl","East Honolulu","HI","96825","1363","39088021"
"516","96909","21.296272","-157.688995","HI",516,"1",156.2443,"","AggieReverseGeocoder","",4.01,"834 Lunalilo Home Rd","East Honolulu","HI","96825","2441","39056011"
"517","166613","21.288994","-157.827545","HI",517,"1",296.9245,"","AggieReverseGeocoder","",4.01,"740 Isenberg St","Urban Honolulu","HI","96826","4534","27005014"
"518","38319","21.301235","-157.833603","HI",518,"1",1156.2628,"","AggieReverseGeocoder","",4.01,"1411 Punahou St","Urban Honolulu","HI","96822","4702","28012022"
"519","271591","21.389002","-157.940857","HI",519,"1",1453.1655,"","AggieReverseGeocoder","",4.01,"98-436 KAONOHI ST","Aiea","HI","96701","","4533"
"520","290364","21.383698","-157.926025","HI",520,"1",1489.0589,"","AggieReverseGeocoder","",4.01,"99-460 AIEA HTS DR","Aiea","HI","96701","","30638"
"521","41360","21.32478","-157.878082","HI",521,"1",937.4969,"","AggieReverseGeocoder","",4.01,"1505 Dillingham Blvd","Urban Honolulu","HI","96817","4885","15029031"
"522","178557","21.261444","-157.819977","HI",522,"1",703.1383,"","AggieReverseGeocoder","",4.01,"2937 Kalakaua Ave","Urban Honolulu","HI","96815","4640","31032005"
"523","50264","21.423508","-157.782382","HI",523,"1",923.1917,"","AggieReverseGeocoder","",4.01,"45-7 KA HANAHOU PL","Kaneohe","HI","96744","","486969"
"524","80013","21.329876696","-157.864628594","HI",524,"1",1250.0003,"","AggieReverseGeocoder","",4.01,"1202 N School St","Urban Honolulu","HI","96817","2013","16014011"
"525","274481","21.3412038","-157.83235614","HI",525,"1",453.1994,"","AggieReverseGeocoder","",4.01,"32 Kepola Pl","Urban Honolulu","HI","96817","5250","22050029"
"526","113895","21.383911","-158.001511","HI",526,"1",62.5158,"","AggieReverseGeocoder","",4.01,"592 Farrington Hwy","Waipahu","HI","96797","2000","94010064"
"527","63465","21.289925","-157.665955","HI",527,"1",265.6562,"","AggieReverseGeocoder","",4.01,"294 Kipukai Pl","East Honolulu","HI","96825","2890","39105009"
"528","121473","21.320045","-157.852325","HI",528,"1",171.9035,"","AggieReverseGeocoder","",4.01,"1901 Pauoa Rd","Urban Honolulu","HI","96813","1569","22009012"
"529","369486","21.3193395","-158.02071","HI",529,"1",1890.6501,"","AggieReverseGeocoder","",4.01,"91-1031 KAIKO ST","Ewa Beach","HI","96706","","110318"
"530","102020","21.300821","-157.790421","HI",530,"1",1414.3544,"","AggieReverseGeocoder","",4.01,"2180  10th Ave","Urban Honolulu","HI","96816","3025","34003004"
"531","155813","21.363848","-157.922913","HI",531,"1",421.9006,"","AggieReverseGeocoder","",4.01,"1403 Haloa Dr","Aiea","HI","96818","1945","99049006"
"532","102060","21.356318","-157.858032","HI",532,"1",171.8979,"","AggieReverseGeocoder","",4.01,"2880 Numana Rd","Hickam Housing","HI","96819","2901","14017036"
"533","339362","21.276123","-157.790619","HI",533,"1",203.1112,"","AggieReverseGeocoder","",4.01,"4115 Harding Ave","Urban Honolulu","HI","96816","4602","32046015"
"534","52138","21.334263","-158.022659","HI",534,"1",2157.4195,"","AggieReverseGeocoder","",4.01,"91-201 KAIELEELE PL","Ewa Beach","HI","96706","","633237"
"535","78093","21.29043","-157.835571","HI",535,"1",921.8761,"","AggieReverseGeocoder","",4.01,"1801 Kalakaua Ave","Urban Honolulu","HI","96814","1513","23035001"
"536","97742","21.403152","-157.739258","HI",536,"1",265.6117,"","AggieReverseGeocoder","",4.01,"188 N Kalaheo Ave","Waimanalo","HI","96734","2316","43015031"
"537","46992","21.384039","-157.921692","HI",537,"1",1796.8843,"","AggieReverseGeocoder","",4.01,"99-625 AIEA HTS DR","Aiea","HI","96701","","171554"
"538","126855","21.311094","-157.863602","HI",538,"1",1281.2679,"","AggieReverseGeocoder","",4.01,"43 N King St","Urban Honolulu","HI","96817","5107","17002036"
"539","180486","21.312538","-157.850403","HI",539,"1",671.8337,"","AggieReverseGeocoder","",4.01,"319 Prospect St","Urban Honolulu","HI","96813","1814","22003013"
"540","70876","21.30915","-157.711864","HI",540,"1",78.17,"","AggieReverseGeocoder","",4.01,"6731 Pukoo St","East Honolulu","HI","96825","1071","39085026"
"541","94628","21.315659","-157.862259","HI",541,"1",156.2549,"","AggieReverseGeocoder","",4.01,"1233 Aala St","Urban Honolulu","HI","96817","3953","17026015"
"542","215169","21.27912049","-157.7983787","HI",542,"1",1359.439,"","AggieReverseGeocoder","",4.01,"1020 Koko Head Ave","Urban Honolulu","HI","96816","3708","32042039"
"543","244091","21.33957717","-157.92768009","HI",543,"1",578.1514,"","AggieReverseGeocoder","",4.01,"3375 Salt Lake Blvd","Aiea","HI","96818","2145","11010004"
"544","33118","21.420294","-158.171341","HI",544,"1",1265.6254,"","AggieReverseGeocoder","",4.01,"87-297 MALIONA ST","Waianae","HI","96792","","348330"
"545","52971","21.36469","-157.928981","HI",545,"1",281.2619,"","AggieReverseGeocoder","",4.01,"4510 Salt Lake Blvd","Aiea","HI","96818","3153","99076007"
"546","137706","21.376337","-157.733185","HI",546,"1",817.6328,"","AggieReverseGeocoder","",4.01,"977 Kahili St","Waimanalo","HI","96734","4049","42056044"
"547","44716","21.284595","-157.835754","HI",547,"1",718.7856,"","AggieReverseGeocoder","",4.01,"2005 Kalia Rd","Urban Honolulu","HI","96815","1917","26009013"
"548","183469","21.453964","-158.007507","HI",548,"1",15.6327,"","AggieReverseGeocoder","",4.01,"100 Mohala Pl","Mililani Town","HI","96789","3319","95048044"
"549","412425","21.310577","-157.861526","HI",549,"1",1328.1475,"","AggieReverseGeocoder","",4.01,"14 S Hotel St","Urban Honolulu","HI","96813","3142","21003015"
"550","81671","21.290236993","-157.797397707","HI",550,"1",875.027,"","AggieReverseGeocoder","",4.01,"1606  10th Ave","Urban Honolulu","HI","96816","6805","33040017"
"551","134232","21.393764","-157.945419","HI",551,"1",1546.9041,"","AggieReverseGeocoder","",4.01,"98-490 KILINOE ST","Aiea","HI","96701","","481303"
"552","97433","21.417793","-157.996231","HI",552,"1",1656.2641,"","AggieReverseGeocoder","",4.01,"94-1154 MOOLELO ST","Waipahu","HI","96797","","94721"
"553","64209","21.273655","-157.76828","HI",553,"1",500.0313,"","AggieReverseGeocoder","",4.01,"1024 Kaimoku Pl","Urban Honolulu","HI","96821","1439","35058013"
"554","39399","21.347972397","-157.863176255","HI",554,"1",359.3844,"","AggieReverseGeocoder","",4.01,"1849 Alu St","Hickam Housing","HI","96819","3603","13033011"
"555","143908","21.335415","-158.078262","HI",555,"1",15.6441,"","AggieReverseGeocoder","",4.01,"1077 Manawai St","Ewa Gentry","HI","96707","2041","91016024"
"556","40985","21.314751","-157.850069","HI",556,"1",1317.6977,"","AggieReverseGeocoder","",4.01,"215 Azores St","Urban Honolulu","HI","96813","1701","22007076"
"557","362207","21.303290691","-157.833231763","HI",557,"1",687.5133,"","AggieReverseGeocoder","",4.01,"1566 Wilder Ave","Urban Honolulu","HI","96822","4648","24023087"
"558","286223","21.255531","-157.809937","HI",558,"1",203.3817,"","AggieReverseGeocoder","",4.01,"3381 Diamond Head Rd","Urban Honolulu","HI","96815","4723","31042003"
"559","405425","21.394903","-157.959869","HI",559,"1",281.2742,"","AggieReverseGeocoder","",4.01,"483 Hoomalu St","Aiea","HI","96782","2923","97039004"
"560","477942","21.304304023","-157.854148977","HI",560,"1",187.5195,"","AggieReverseGeocoder","",4.01,"1130 Alapai St","Urban Honolulu","HI","96813","2584","21033010"
"561","38355","21.424278","-157.764877","HI",561,"1",234.3884,"","AggieReverseGeocoder","",4.01,"100 Puwa Pl","Waimanalo","HI","96734","1743","44011003"
"562","73103","21.299706","-157.71077","HI",562,"1",203.1155,"","AggieReverseGeocoder","",4.01,"6607 Kalopa St","East Honolulu","HI","96825","1012","39039068"
"563","101324","21.502987","-158.003159","HI",563,"1",265.5585,"","AggieReverseGeocoder","",4.01,"65 Lena Pl","Wheeler AFB","HI","96786","2835","75008040"
"564","100929","21.351470008","-157.816352123","HI",564,"1",828.1226,"","AggieReverseGeocoder","",4.01,"4121 Nuuanu Pali Dr","Urban Honolulu","HI","96817","1056","22055002"
"565","33432","21.399733","-157.736557","HI",565,"1",265.6234,"","AggieReverseGeocoder","",4.01,"11 N Kalaheo Ave","Waimanalo","HI","96734","2309","43030031"
"566","86966","21.330116","-157.692093","HI",566,"1",1328.1302,"","AggieReverseGeocoder","",4.01,"41-734 KALANIANAOLE HWY","Waimanalo","HI","96795","","521276"
"567","185887","21.318312331","-157.858584345","HI",567,"1",1553.2257,"","AggieReverseGeocoder","",4.01,"1465 Aala St","Urban Honolulu","HI","96817","3605","17023036"
"568","347982","21.367922428","-157.894943595","HI",568,"1",453.0889,"","AggieReverseGeocoder","",4.01,"1324 Ala Hoku Pl","Hickam Housing","HI","96819","1429","11046027"
